timestamp,good_parts,bad_parts,fault
5.04306150351831,1,0,
14,0,0,9
15.7161213106613,1,0,
20.4783719887585,0,1,
25.1004410090682,1,0,
30.0201887218784,1,0,
34.0792817944993,1,0,
40.9392726653761,1,0,
45.5522411117793,0,1,
49.8657599722155,1,0,
56.0478310726717,0,1,
61.5775187611967,1,0,
65.3346369353572,1,0,
70.2119572809381,1,0,
76.608544902347,1,0,
80.0818292267484,1,0,
87.2536483512134,1,0,
92.9188863130231,1,0,
95.9804756072966,1,0,
101.949329961435,1,0,
106.05712916024,1,0,
110.878304607788,1,0,
116.918377548519,1,0,
120.913900568761,1,0,
125.144606376253,1,0,
128.938459817219,1,0,
134.567775524403,1,0,
139.222462779175,1,0,
143.790839427697,1,0,
149.160607706233,0,1,
153.858507201902,1,0,
158.806332771878,1,0,
162.40869590733,0,1,
165.785719869203,1,0,
170.600285035384,1,0,
176.168645583334,1,0,
180.946530747535,1,0,
184.980275362031,1,0,
190.171353634875,1,0,
196.163185287348,1,0,
202.615809017966,1,0,
206.968276774396,1,0,
212.966339427417,1,0,
219.129326452861,1,0,
223.817185136949,1,0,
227.205693020044,1,0,
231.242797649291,1,0,
235.262628542891,0,1,
240.621654279725,1,0,
244.688224396696,0,1,
248.065527873536,1,0,
253.398788091356,1,0,
257.711726278134,0,1,
262.564012955903,1,0,
267.921086978593,1,0,
273.332709093515,1,0,
277.265490111885,1,0,
282.443243196778,1,0,
287.427940433551,1,0,
292.092658159902,0,1,
296.379533110861,1,0,
301.118369751475,1,0,
306.952507192592,1,0,
311.437817703242,1,0,
315.134041576411,1,0,
319.281279222272,1,0,
323.808647362041,1,0,
329.959524682314,1,0,
335.310607474305,1,0,
340.060047864342,1,0,
345.652476248646,1,0,
349.494012060004,1,0,
354.355027378214,1,0,
360.913243362234,1,0,
366.40157345882,1,0,
369.793328140611,1,0,
375.071991654652,0,1,
380.034992449738,1,0,
383.747346143786,1,0,
388.943350381961,1,0,
394.169587750976,1,0,
397.951627093963,1,0,
402.914074306885,1,0,
407.853840570431,1,0,
412.097014121102,0,1,
416.502816051215,1,0,
420.433957127443,1,0,
423.029456224266,1,0,
429.067654582935,1,0,
434.7632005036,1,0,
440.350999811705,1,0,
445.645663191151,0,1,
451.431308458879,1,0,
456.980840262002,1,0,
460.328492132573,1,0,
466.124792728979,1,0,
471.308562107365,1,0,
476.63072167622,1,0,
480.213148572299,1,0,
484.114031470845,1,0,
488.989542898635,1,0,
494.413429834379,1,0,
499.534768505237,1,0,
504.634067216402,1,0,
509.08612139315,1,0,
513.366502616888,1,0,
519.176188624392,1,0,
523.998424182853,1,0,
527.741597597472,1,0,
534.759670965851,1,0,
540.241618555662,1,0,
544.831470729636,1,0,
549.483289660408,1,0,
553.680483198625,1,0,
558.836264199465,1,0,
564.922240895892,0,1,
569.744069686362,1,0,
573.969028382029,1,0,
578.290095570357,1,0,
584.087667369785,1,0,
590.168787779432,1,0,
593.986286098925,1,0,
599.58351480927,1,0,
604.72962721323,1,0,
610.870480272633,1,0,
615.481202145222,1,0,
619.850162543728,1,0,
624.764489904325,1,0,
630.813981172079,0,1,
634.769500841572,1,0,
638.183914624264,1,0,
643.082313554813,1,0,
647.204869076117,1,0,
651.08202712109,1,0,
655.04654710785,1,0,
659.768045817197,1,0,
664.823827748486,1,0,
668.345648854047,1,0,
673.157873151529,1,0,
676.757660093563,1,0,
681.424042771052,1,0,
687.175119808524,0,1,
691.25728220389,1,0,
694.95551723118,1,0,
699.449861699629,1,0,
703.34059861328,1,0,
706.161729641427,1,0,
709.71990165224,1,0,
714.60050305284,1,0,
718.470075601618,1,0,
723.094333905472,1,0,
727.284588949587,1,0,
731.777199498119,1,0,
738.20503924445,1,0,
742.902345740001,1,0,
746.899121109565,0,1,
751.382911948759,1,0,
755.950592677307,1,0,
759.546100882745,1,0,
765.408281643438,1,0,
769.521944018074,1,0,
772.993050700906,1,0,
778.213454575631,1,0,
783.305082789324,1,0,
789.734781661333,1,0,
794.792172980404,1,0,
799.569417267469,1,0,
804.532217130777,1,0,
809.378087938834,1,0,
815.625254833449,1,0,
819.856373413,1,0,
824.863396764087,1,0,
829.366236219877,1,0,
834.434341539038,1,0,
839.309971420017,1,0,
844.863661244545,1,0,
849.615312963006,1,0,
853.373763912412,1,0,
857.908267787378,1,0,
863.017303730289,1,0,
869.229404601022,1,0,
874.401467333766,1,0,
878.196295184536,1,0,
883.276133871893,1,0,
887.017358652229,1,0,
890.291634538395,1,0,
894.612226650961,1,0,
899.705331146989,1,0,
904.435277030379,1,0,
911.120550937846,1,0,
916.667053660308,1,0,
920.202786285824,1,0,
926.337455150571,1,0,
931.744573827594,1,0,
935.692131373596,1,0,
939.28413064666,1,0,
944.277510767426,0,1,
947.556543811347,1,0,
951.654200227009,1,0,
956.528678396451,1,0,
962.565065481419,1,0,
966.497184891029,1,0,
970.400021000572,1,0,
974.839603519733,1,0,
980.134101277793,1,0,
985.097255381074,1,0,
990.933024228449,0,1,
993.987767136963,1,0,
998.080290318424,1,0,
1002.51281385961,1,0,
1006.58533583026,1,0,
1013.21982234565,1,0,
1018.04893804381,1,0,
1023.25412469624,0,1,
1027.28450797077,1,0,
1031.70403330185,1,0,
1036.30665265092,0,1,
1039.7685624778,1,0,
1044.19154567084,1,0,
1048.8880979242,1,0,
1053.25052753138,1,0,
1057.54068288536,1,0,
1062.63848259792,1,0,
1067.80595546011,1,0,
1073.39833764515,1,0,
1078.34920953835,1,0,
1083.87890103487,0,1,
1090.24364053722,0,1,
1093.87018518811,1,0,
1097.87450292673,1,0,
1103.81814039805,1,0,
1108.73756890825,1,0,
1113.12103848485,1,0,
1115.97467150595,1,0,
1120.84269921799,1,0,
1127.2750334823,1,0,
1132.43230747087,1,0,
1136.32091778354,1,0,
1141.32969800619,1,0,
1145.0955636385,1,0,
1151.05982915026,1,0,
1156.73925672525,1,0,
1161.25129105738,1,0,
1166.49157159792,1,0,
1170.24292274053,1,0,
1175.76143472908,1,0,
1179.62667886348,1,0,
1183.63148057043,1,0,
1187.81651441688,1,0,
1192.42556370305,1,0,
1197.08738886354,1,0,
1202.42849115335,1,0,
1207.24038808176,1,0,
1210.82304952116,1,0,
1216.41047701013,0,1,
1222.30539907845,1,0,
1226.85229519846,1,0,
1233.36211883222,1,0,
1237.30251358206,1,0,
1241.19678229474,1,0,
1247.16462975956,0,1,
1252.84381490264,1,0,
1256.82892966269,1,0,
1262.94330282399,1,0,
1268.67493121393,1,0,
1274.00276819191,1,0,
1279.3996917909,1,0,
1285.89697144425,1,0,
1291.17611932789,1,0,
1297.60491534818,1,0,
1301.74997515922,1,0,
1307.21611941796,1,0,
1311.70843903078,1,0,
1317.09815461914,0,1,
1322.02348637706,1,0,
1328.07361106905,1,0,
1332.58409217227,1,0,
1336.74732385304,1,0,
1342.8000860605,1,0,
1348.06780364405,1,0,
1352.70913845206,1,0,
1358.83151916789,1,0,
1363.21075895984,1,0,
1368.12989174094,1,0,
1372.13863662241,1,0,
1377.07122326767,1,0,
1383.82833709341,0,1,
1388.54487651432,1,0,
1394.09212449761,0,1,
1399.55753836518,1,0,
1402.78511205525,1,0,
1408.30204620677,1,0,
1412.70363756476,1,0,
1417.56200661326,1,0,
1423.72886237421,1,0,
1429.93056093108,1,0,
1433.32841599587,1,0,
1438.07303433748,1,0,
1443.10994124116,1,0,
1448.81935695912,1,0,
1453.66936176744,1,0,
1458.77332829188,1,0,
1463.97992838508,1,0,
1467.89393250089,1,0,
1473.13748434263,1,0,
1477.35094885781,1,0,
1480.37365212583,1,0,
1485.92933140905,1,0,
1491.58872383095,1,0,
1495.1725881644,1,0,
1498.65938996839,1,0,
1504.31806539402,1,0,
1507.98039546708,1,0,
1513.84153083551,1,0,
1518.70250642178,1,0,
1523.25910229411,1,0,
1527.1709149262,1,0,
1532.26672458628,1,0,
1536.98329058581,0,1,
1542.02473643458,1,0,
1546.87911322591,1,0,
1551.37318311411,1,0,
1555.50704194241,0,1,
1559.93909789284,1,0,
1564.1009641217,1,0,
1567.89331504556,1,0,
1572.78452551879,1,0,
1577.02432227986,1,0,
1581.61001600932,1,0,
1586.50828866005,1,0,
1591.93826061968,1,0,
1595.66368702888,1,0,
1602.3127655326,1,0,
1605.9392710668,1,0,
1609.48689668041,1,0,
1616.12166837218,1,0,
1623.33209661587,0,1,
1629.08646440203,1,0,
1634.40071407335,1,0,
1640.25434774118,1,0,
1645.19671610376,1,0,
1649.3790834866,1,0,
1653.30042081481,1,0,
1657.64001454246,1,0,
1661.22174034435,1,0,
1665.79242768494,1,0,
1670.13099575046,1,0,
1674.15851472412,1,0,
1678.46503871739,1,0,
1684.06573300958,1,0,
1688.34655755345,1,0,
1693.21598999455,1,0,
1697.71554283813,1,0,
1702.25128244923,1,0,
1707.13321681339,1,0,
1711.6813415378,1,0,
1716.21484913232,1,0,
1720.34932963872,1,0,
1725.79595983168,1,0,
1729.73321696485,1,0,
1734.53753011838,0,1,
1739.74042458853,1,0,
1743.51033964475,1,0,
1746.17506535579,1,0,
1751.33442226536,1,0,
1756.26108665821,1,0,
1761.4816877959,1,0,
1766.83971043737,1,0,
1772.64432745267,1,0,
1777.99697234379,1,0,
1780.87478750541,0,1,
1785.35526024123,1,0,
1788.04584305317,1,0,
1793.76116722996,1,0,
1798.78139677068,1,0,
1803.30277101928,1,0,
1808.43229485004,1,0,
1813.92153287734,1,0,
1819.09231188032,1,0,
1825.0565572847,1,0,
1831.46769323215,1,0,
1834.91970539976,1,0,
1839.61908646831,1,0,
1842.96685923759,1,0,
1847.56712715157,1,0,
1852.81287839952,1,0,
1857.80002174864,1,0,
1861.51407095842,1,0,
1865.40800082373,1,0,
1870.20307668057,1,0,
1873.2896612374,1,0,
1877.87328483824,1,0,
1882.69774785753,1,0,
1887.99219152351,1,0,
1892.19877090052,1,0,
1897.22062243274,1,0,
1903.27018432384,1,0,
1909.37324496206,1,0,
1913.59445937685,1,0,
1919.27644995578,1,0,
1923.90209374111,0,1,
1926.69018637555,1,0,
1931.66280040129,1,0,
1935.79586309332,1,0,
1942.10865246984,1,0,
1946.25632325602,1,0,
1949.92952174524,1,0,
1955.42595147642,1,0,
1961.21089147615,1,0,
1965.07803444584,1,0,
1969.74089602349,1,0,
1973.82388169374,1,0,
1978.46623251551,1,0,
1983.72164910698,1,0,
1987.70363538375,0,1,
1991.549498778,1,0,
1995.75257372288,1,0,
2001.87354585269,1,0,
2006.40429788512,0,1,
2012.28194520989,1,0,
2016.46942102682,1,0,
2021.54550465105,1,0,
2026.53208487989,1,0,
2029.73882544043,0,1,
2034.47152659835,1,0,
2040.70176089644,1,0,
2046.2683371961,1,0,
2051.85528216719,1,0,
2056.7714493129,0,1,
2061.92422896696,1,0,
2067.22106261028,1,0,
2070.48639207516,1,0,
2075.59347444239,1,0,
2081.71799868867,1,0,
2086.91364238705,1,0,
2091.05259038739,1,0,
2095.17404003572,1,0,
2101.60925554589,1,0,
2106.46083703328,1,0,
2110.26495098796,1,0,
2116.20469176894,1,0,
2119.50395850518,1,0,
2124.06348487485,1,0,
2127.52687953895,1,0,
2132.10581049296,1,0,
2136.78916836954,1,0,
2139.6105798291,1,0,
2143.15292476559,1,0,
2149.77082029411,1,0,
2153.67670096913,1,0,
2158.34804747214,1,0,
2164.60769277628,1,0,
2169.52265074889,1,0,
2175.46367925825,1,0,
2180.13376489082,1,0,
2185.40528065028,1,0,
2190.88247832653,1,0,
2194.34462887393,1,0,
2198.95157775665,1,0,
2201.99654182709,1,0,
2207.02059344844,1,0,
2212.97028327477,1,0,
2217.4560582564,1,0,
2221.38400457596,0,1,
2225.65297959677,0,1,
2231.36477426432,1,0,
2236.05173787109,1,0,
2241.30604312595,1,0,
2246.83370847829,1,0,
2250.94619594169,1,0,
2255.30504137208,1,0,
2259.96066441626,0,1,
2265.2185299757,1,0,
2271.07774886262,1,0,
2278.38774651694,1,0,
2282.56846198724,1,0,
2289.39879390768,1,0,
